!CSV A.01.01
!Keysight Technologies,N5231B,MY58421610,A.17.35.05
!Date: Tuesday, August 13, 2024 16:42:49
!Source: Standard

BEGIN CH1_DATA
Time(s),Tdd11(REAL),Tdd11(IMAG),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S13(REAL),S13(IMAG),S14(REAL),S14(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG),S23(REAL),S23(IMAG),S24(REAL),S24(IMAG),S31(REAL),S31(IMAG),S32(REAL),S32(IMAG),S33(REAL),S33(IMAG),S34(REAL),S34(IMAG),S41(REAL),S41(IMAG),S42(REAL),S42(IMAG),S43(REAL),S43(IMAG),S44(REAL),S44(IMAG)
2.45e-009,0.054620653,0,0.071224377,0,0.005114899,0,0.042916041,0,0.0041164835,0,0.0051088766,0,0.048202526,0,0.004498234,0,-0.011588817,0,0.043197069,0,0.0045016711,0,0.013798283,0,-0.0047224918,0,0.0041007465,0,-0.011682496,0,-0.0047394922,0,0.12203668,0
2.46e-009,0.054337721,0,0.07122539,0,0.0050609722,0,0.043024424,0,0.0041445321,0,0.0050556143,0,0.047527511,0,0.004541982,0,-0.011622848,0,0.04330926,0,0.0045472849,0,0.013871807,0,-0.0048677623,0,0.0041284147,0,-0.011718759,0,-0.0048837238,0,0.12223917,0
2.47e-009,0.054140504,0,0.071324162,0,0.0049909973,0,0.043135546,0,0.0041670538,0,0.0049859658,0,0.046893559,0,0.0045844554,0,-0.011664151,0,0.043424252,0,0.0045905197,0,0.014105232,0,-0.0048366827,0,0.0041504493,0,-0.011762295,0,-0.004852239,0,0.12228596,0
2.48e-009,0.054060422,0,0.07151413,0,0.004939775,0,0.043250188,0,0.0041873148,0,0.0049348101,0,0.046440065,0,0.0046141949,0,-0.011707182,0,0.043542646,0,0.0046196808,0,0.014317822,0,-0.0046511642,0,0.0041702911,0,-0.011807172,0,-0.0046667722,0,0.1220828,0
2.49e-009,0.054058407,0,0.071734309,0,0.0049301255,0,0.043366618,0,0.0042098337,0,0.004925007,0,0.046195742,0,0.0046289717,0,-0.011746995,0,0.043662585,0,0.0046326313,0,0.014371609,0,-0.0044386974,0,0.0041926005,0,-0.011847696,0,-0.0044545773,0,0.12172788,0
2.5e-009,0.054048896,0,0.071906723,0,0.0049569407,0,0.043481082,0,0.0042372872,0,0.0049514826,0,0.046057381,0,0.0046373657,0,-0.011782219,0,0.04378026,0,0.0046383156,0,0.014266022,0,-0.0043470934,0,0.0042200983,0,-0.01188253,0,-0.0043633175,0,0.1214524,0
2.51e-009,0.053955797,0,0.071986981,0,0.0049900082,0,0.043590296,0,0.0042686271,0,0.0049841329,0,0.045856703,0,0.0046527884,0,-0.011816398,0,0.043892749,0,0.0046507702,0,0.014131806,0,-0.0044440585,0,0.004251692,0,-0.011914919,0,-0.0044606924,0,0.12146736,0
2.52e-009,0.053765599,0,0.071995005,0,0.0049942294,0,0.043694567,0,0.0042996909,0,0.0049880296,0,0.045476504,0,0.0046840529,0,-0.01185487,0,0.044000294,0,0.0046794694,0,0.014129705,0,-0.0046698558,0,0.004283146,0,-0.011951034,0,-0.0046869232,0,0.1218181,0
2.53e-009,0.053543612,0,0.072005011,0,0.00495364,0,0.043796394,0,0.0043259608,0,0.0049474067,0,0.04494115,0,0.0047289194,0,-0.011900643,0,0.04410563,0,0.004722659,0,0.014326382,0,-0.0048762914,0,0.0043098284,0,-0.011994479,0,-0.0048936103,0,0.12234409,0
2.54e-009,0.053400964,0,0.07209976,0,0.004883043,0,0.043900125,0,0.0043455483,0,0.0048772036,0,0.044419877,0,0.0047750953,0,-0.0119519,0,0.044212934,0,0.0047682417,0,0.014637981,0,-0.0049267104,0,0.0043298048,0,-0.012044333,0,-0.0049437103,0,0.12277228,0
2.55e-009,0.053431846,0,0.072318673,0,0.0048188828,0,0.044007912,0,0.0043604947,0,0.0048137954,0,0.044134606,0,0.0048082657,0,-0.012003365,0,0.044324648,0,0.0048017297,0,0.014884341,0,-0.0047897785,0,0.0043450575,0,-0.012094991,0,-0.0048055397,0,0.12288391,0
2.56e-009,0.053658612,0,0.07263305,0,0.0047948724,0,0.044118978,0,0.0043754387,0,0.004790613,0,0.044226259,0,0.004821673,0,-0.01204887,0,0.044439167,0,0.0048159631,0,0.014919011,0,-0.0045628636,0,0.0043601808,0,-0.012140851,0,-0.0045763799,0,0.12264576,0
2.57e-009,0.054018132,0,0.07296522,0,0.0048188553,0,0.044229925,0,0.0043945182,0,0.0048151151,0,0.044661991,0,0.0048208553,0,-0.012087163,0,0.044553563,0,0.0048160208,0,0.014743789,0,-0.0044077588,0,0.0043792743,0,-0.012179588,0,-0.0044184607,0,0.12222097,0
2.58e-009,0.054396182,0,0.073238537,0,0.0048665949,0,0.044336814,0,0.0044186516,0,0.0048628463,0,0.045241363,0,0.0048202244,0,-0.012122118,0,0.044663668,0,0.0048159435,0,0.01452271,0,-0.0044411877,0,0.0044032368,0,-0.012214332,0,-0.0044494043,0,0.12185431,0
2.59e-009,0.054687109,0,0.073425211,0,0.0048972722,0,0.044437747,0,0.0044450061,0,0.0048930771,0,0.045699205,0,0.0048335972,0,-0.012161215,0,0.044768289,0,0.0048293886,0,0.014477536,0,-0.0046541099,0,0.0044292393,0,-0.012252204,0,-0.0046612425,0,0.121711,0
2.6e-009,0.054841507,0,0.073559634,0,0.0048808823,0,0.044534687,0,0.0044689258,0,0.0048761452,0,0.045842219,0,0.0048650755,0,-0.012210714,0,0.044868503,0,0.0048604747,0,0.014730753,0,-0.0049155713,0,0.0044527445,0,-0.012298899,0,-0.0049236701,0,0.12177715,0
2.61e-009,0.054875098,0,0.073708564,0,0.0048188367,0,0.04463109,0,0.0044872048,0,0.0048140706,0,0.045637935,0,0.004906334,0,-0.012271954,0,0.044967402,0,0.0049010408,0,0.015202765,0,-0.0050598346,0,0.0044706794,0,-0.012356382,0,-0.0050708633,0,0.12188655,0
2.62e-009,0.054839402,0,0.073919155,0,0.0047439886,0,0.04473035,0,0.0045002499,0,0.0047401534,0,0.045208052,0,0.0049422081,0,-0.012340049,0,0.045068506,0,0.0049361261,0,0.015640385,0,-0.0049990257,0,0.0044835964,0,-0.012420153,0,-0.0050140154,0,0.1218521,0
2.63e-009,0.054779701,0,0.074180678,0,0.0046990011,0,0.044833191,0,0.0045118527,0,0.0046970202,0,0.044739101,0,0.0049608606,0,-0.012407429,0,0.045172233,0,0.0049541709,0,0.0157669,0,-0.0047846111,0,0.0044953027,0,-0.012483238,0,-0.0048030722,0,0.12160772,0
2.64e-009,0.054711729,0,0.074427806,0,0.0047073583,0,0.044936031,0,0.0045265462,0,0.0047077732,0,0.044374853,0,0.0049616885,0,-0.012468759,0,0.045274708,0,0.0049548512,0,0.015460915,0,-0.0045748181,0,0.0045102318,0,-0.012541019,0,-0.0045948597,0,0.12126072,0
2.65e-009,0.054631662,0,0.074584782,0,0.0047567789,0,0.045034878,0,0.0045464537,0,0.0047593853,0,0.044158526,0,0.0049556303,0,-0.012524695,0,0.045372598,0,0.004949403,0,0.014845897,0,-0.0045283991,0,0.004530251,0,-0.012594151,0,-0.0045474046,0,0.12101801,0
2.66e-009,0.054546233,0,0.074620739,0,0.004806444,0,0.045126449,0,0.0045696772,0,0.0048103728,0,0.044052731,0,0.0049576806,0,-0.012581048,0,0.045463152,0,0.0049530338,0,0.014226641,0,-0.0046960739,0,0.0045532282,0,-0.012648504,0,-0.0047117583,0,0.1210376,0
2.67e-009,0.054493934,0,0.074577242,0,0.0048140907,0,0.045211766,0,0.0045914189,0,0.0048181512,0,0.044008117,0,0.0049766605,0,-0.012644881,0,0.045547746,0,0.0049745678,0,0.013908087,0,-0.0049836123,0,0.0045742672,0,-0.012711143,0,-0.0049948948,0,0.12131143,0
2.68e-009,0.054533791,0,0.074547552,0,0.0047649066,0,0.045293923,0,0.004607073,0,0.0047681094,0,0.044019852,0,0.0050092032,0,-0.01271986,0,0.045629896,0,0.0050103734,0,0.014010793,0,-0.0052133272,0,0.0045888987,0,-0.012785584,0,-0.0052205902,0,0.12166481,0
2.69e-009,0.054704104,0,0.074618176,0,0.0046826769,0,0.045377389,0,0.0046152379,0,0.0046845027,0,0.044125531,0,0.0050420449,0,-0.012803036,0,0.045714136,0,0.005046613,0,0.01440275,0,-0.0052436437,0,0.0045960718,0,-0.012868636,0,-0.0052484325,0,0.12187713,0
2.7e-009,0.054980297,0,0.074811511,0,0.0046146931,0,0.045464493,0,0.0046185763,0,0.0046151695,0,0.044348162,0,0.0050610867,0,-0.012887402,0,0.045802664,0,0.0050684805,0,0.01479246,0,-0.0050663995,0,0.0045988597,0,-0.01295315,0,-0.005070609,0,0.12184113,0
2.71e-009,0.055267323,0,0.075068802,0,0.0046001109,0,0.04555434,0,0.0046219933,0,0.0045995456,0,0.044634614,0,0.0050610607,0,-0.012965333,0,0.045893576,0,0.005070122,0,0.014922714,0,-0.0048146397,0,0.0046024383,0,-0.013031614,0,-0.0048197252,0,0.12164756,0
2.72e-009,0.055442013,0,0.075287506,0,0.0046427078,0,0.045643233,0,0.0046292474,0,0.0046413499,0,0.044848703,0,0.0050492608,0,-0.0130345,0,0.045983654,0,0.0050585619,0,0.014737177,0,-0.004674152,0,0.0046105674,0,-0.013101733,0,-0.0046807099,0,0.12152876,0
2.73e-009,0.055425871,0,0.075390652,0,0.0047069006,0,0.045727592,0,0.0046403799,0,0.0047047045,0,0.04483939,0,0.0050406489,0,-0.013098394,0,0.046069086,0,0.0050489171,0,0.014409442,0,-0.004757266,0,0.0046229796,0,-0.013167083,0,-0.0047651711,0,0.12169278,0
2.74e-009,0.055242322,0,0.075382777,0,0.0047406363,0,0.045807008,0,0.004651621,0,0.0047373809,0,0.044545453,0,0.005047706,0,-0.013164938,0,0.046148792,0,0.0050541544,0,0.014215956,0,-0.0050246241,0,0.0046354369,0,-0.013235355,0,-0.0050335294,0,0.12215874,0
2.75e-009,0.055017292,0,0.07535398,0,0.0047104158,0,0.04588392,0,0.0046579214,0,0.0047059003,0,0.044062261,0,0.0050718668,0,-0.013239441,0,0.046225756,0,0.0050763092,0,0.014339156,0,-0.0053095426,0,0.0046424884,0,-0.013312209,0,-0.005319417,0,0.12271065,0
2.76e-009,0.054914918,0,0.075427383,0,0.0046249414,0,0.045962799,0,0.0046563209,0,0.0046193264,0,0.043612912,0,0.0051024007,0,-0.013322467,0,0.046304449,0,0.0051050885,0,0.014735051,0,-0.0054302695,0,0.0046410603,0,-0.013397497,0,-0.0054415679,0,0.12301189,0
2.77e-009,0.055043735,0,0.075682446,0,0.0045307595,0,0.046047039,0,0.0046479893,0,0.0045245308,0,0.043428436,0,0.0051236083,0,-0.013408474,0,0.046387736,0,0.0051249512,0,0.015156226,0,-0.0053151292,0,0.0046325475,0,-0.013485468,0,-0.0053284583,0,0.12281389,0
2.78e-009,0.055392127,0,0.076104194,0,0.0044816197,0,0.046136707,0,0.0046374677,0,0.0044754799,0,0.043607585,0,0.0051254663,0,-0.013489592,0,0.046476085,0,0.0051257745,0,0.015316528,0,-0.0050546117,0,0.0046219029,0,-0.013567657,0,-0.0050701173,0,0.12212458,0
2.79e-009,0.055836078,0,0.076593369,0,0.0045018266,0,0.046228044,0,0.0046296632,0,0.0044962224,0,0.044049263,0,0.0051105144,0,-0.013561025,0,0.046565566,0,0.0051099192,0,0.015085661,0,-0.0048431698,0,0.0046144607,0,-0.013639266,0,-0.0048600533,0,0.1212215,0
2.8e-009,0.05621735,0,0.07703089,0,0.0045681559,0,0.046316937,0,0.0046265991,0,0.0045631151,0,0.04450861,0,0.0050922125,0,-0.013624472,0,0.046652902,0,0.0050907591,0,0.014580396,0,-0.0048477878,0,0.0046124179,0,-0.013701905,0,-0.0048642159,0,0.12049324,0
2.81e-009,0.056442488,0,0.077354923,0,0.0046239053,0,0.046400759,0,0.0046261759,0,0.004619,0,0.04474647,0,0.0050858692,0,-0.013686367,0,0.046735354,0,0.0050836527,0,0.014087724,0,-0.0050919498,0,0.0046135099,0,-0.013762785,0,-0.0051056747,0,0.12020711,0
2.82e-009,0.056536552,0,0.077597409,0,0.0046166307,0,0.046481069,0,0.0046237684,0,0.0046112719,0,0.044676058,0,0.0050981655,0,-0.013754522,0,0.046814762,0,0.0050954479,0,0.013870456,0,-0.0054352442,0,0.0046126619,0,-0.013830222,0,-0.0054445728,0,0.12035167,0
2.83e-009,0.05661393,0,0.077855289,0,0.0045346878,0,0.046561617,0,0.0046155187,0,0.004528576,0,0.044406809,0,0.005122487,0,-0.013831677,0,0.046895184,0,0.0051196241,0,0.013988107,0,-0.0056651561,0,0.0046055061,0,-0.01390794,0,-0.0056697708,0,0.12065824,0
2.84e-009,0.056784052,0,0.078213438,0,0.0044173906,0,0.046646632,0,0.0046011312,0,0.0044106669,0,0.044152316,0,0.0051432587,0,-0.013915001,0,0.046981029,0,0.0051405225,0,0.014257985,0,-0.0056412634,0,0.0045914301,0,-0.013992931,0,-0.0056425058,0,0.12078739,0
2.85e-009,0.057057086,0,0.078673631,0,0.0043303859,0,0.046737671,0,0.0045842165,0,0.00432355,0,0.04406333,0,0.0051464294,0,-0.013997133,0,0.047073074,0,0.0051438445,0,0.014386534,0,-0.0053940932,0,0.0045740297,0,-0.01407813,0,-0.0053944169,0,0.12055758,0
2.86e-009,0.057318293,0,0.079138994,0,0.0043214182,0,0.046832047,0,0.0045698672,0,0.0043148799,0,0.044102781,0,0.0051290221,0,-0.01407256,0,0.04716846,0,0.0051263343,0,0.01418305,0,-0.0051097162,0,0.0045587416,0,-0.014156772,0,-0.0051115104,0,0.12006348,0
2.87e-009,0.057396088,0,0.079470485,0,0.0043861782,0,0.046925172,0,0.0045611844,0,0.0043798713,0,0.044057257,0,0.0051012198,0,-0.014140833,0,0.04726259,0,0.0050980891,0,0.013706819,0,-0.00500701,0,0.0045491206,0,-0.014227726,0,-0.0050114309,0,0.11960384,0
2.88e-009,0.057182331,0,0.079578921,0,0.0044681146,0,0.047013108,0,0.0045570736,0,0.0044613061,0,0.043685339,0,0.0050795167,0,-0.014207617,0,0.047351357,0,0.0050757662,0,0.013240289,0,-0.0051888884,0,0.0045445082,0,-0.014295818,0,-0.00519524,0,0.11946812,0
2.89e-009,0.05672276,0,0.079492517,0,0.0044946414,0,0.047095921,0,0.0045528738,0,0.0044863047,0,0.042904425,0,0.0050754952,0,-0.014280838,0,0.047434282,0,0.0050713345,0,0.013099557,0,-0.0055683344,0,0.0045404364,0,-0.014368619,0,-0.0055744471,0,0.11972697,0
2.9e-009,0.056208413,0,0.079349473,0,0.0044266125,0,0.04717629,0,0.0045434805,0,0.0044160178,0,0.04187984,0,0.005087845,0,-0.014365414,0,0.047514349,0,0.0050838673,0,0.013407477,0,-0.0059224088,0,0.0045317272,0,-0.014451583,0,-0.0059256847,0,0.1201725,0
2.91e-009,0.055863388,0,0.079316378,0,0.004287608,0,0.047258984,0,0.004526787,0,0.0042749569,0,0.040941212,0,0.0051031192,0,-0.014459079,0,0.047596678,0,0.0051000528,0,0.013988359,0,-0.0060406756,0,0.0045160013,0,-0.014543816,0,-0.0060394853,0,0.12045408,0
2.92e-009,0.055798445,0,0.079483651,0,0.0041514761,0,0.047347397,0,0.0045051831,0,0.0041380534,0,0.040368766,0,0.0051048486,0,-0.014554205,0,0.047683895,0,0.0051031844,0,0.01446527,0,-0.0058694077,0,0.0044953162,0,-0.014638492,0,-0.0058639864,0,0.12032072,0
2.93e-009,0.055931475,0,0.079808414,0,0.0040939017,0,0.047439627,0,0.0044839499,0,0.0040816427,0,0.040193774,0,0.0050848378,0,-0.014642835,0,0.047775164,0,0.0050845947,0,0.014504264,0,-0.0055527114,0,0.0044747111,0,-0.014728101,0,-0.0055450583,0,0.11980532,0
2.94e-009,0.056039367,0,0.080148689,0,0.0041391347,0,0.047532454,0,0.0044676922,0,0.004129699,0,0.040160827,0,0.0050490648,0,-0.014721032,0,0.047866438,0,0.0050497679,0,0.014044708,0,-0.0053392141,0,0.0044586775,0,-0.014809009,0,-0.0053321603,0,0.11921886,0
2.95e-009,0.055917721,0,0.080371059,0,0.0042386842,0,0.047620095,0,0.0044571264,0,0.0042325971,0,0.039897017,0,0.0050140084,0,-0.014793121,0,0.04795282,0,0.0050149756,0,0.013355652,0,-0.0054146489,0,0.0044479631,0,-0.014884671,0,-0.0054103956,0,0.11894956,0
2.96e-009,0.055545881,0,0.080462761,0,0.004299439,0,0.047700997,0,0.0044484818,0,0.0042956346,0,0.039186094,0,0.004995795,0,-0.014867623,0,0.048032466,0,0.004996547,0,0.012870426,0,-0.0057723299,0,0.0044388981,0,-0.014962926,0,-0.0057714111,0,0.11919583,0
2.97e-009,0.055137426,0,0.080569424,0,0.0042453725,0,0.04777636,0,0.0044359337,0,0.0042416905,0,0.03815629,0,0.0049994607,0,-0.014952498,0,0.048107285,0,0.0050000283,0,0.012901149,0,-0.0062119453,0,0.0044257706,0,-0.015050867,0,-0.006213096,0,0.11981276,0
2.98e-009,0.055025153,0,0.080924451,0,0.0040729633,0,0.047851127,0,0.0044154744,0,0.0040670582,0,0.037231833,0,0.0050155064,0,-0.015049441,0,0.048182346,0,0.0050164484,0,0.013422418,0,-0.0064709974,0,0.0044046412,0,-0.015149686,0,-0.0064719911,0,0.12038194,0
2.99e-009,0.055442017,0,0.0817082,0,0.0038602217,0,0.047929227,0,0.0043876097,0,0.0038507695,0,0.036854602,0,0.0050261705,0,-0.015152405,0,0.048261337,0,0.0050283018,0,0.01407451,0,-0.0064032376,0,0.004376044,0,-0.015253481,0,-0.0064022802,0,0.12046754,0
3e-009,0.056344144,0,0.082926109,0,0.00371868,0,0.048011802,0,0.0043570194,0,0.0037060662,0,0.037155434,0,0.0050172643,0,-0.015251434,0,0.048345156,0,0.0050212224,0,0.014393205,0,-0.0060830778,0,0.0043446217,0,-0.015353044,0,-0.0060798773,0,0.11989381,0
3.01e-009,0.057412729,0,0.08439143,0,0.0037160562,0,0.048095867,0,0.0043293238,0,0.0037022531,0,0.037820186,0,0.0049875607,0,-0.01533917,0,0.048431061,0,0.0049934518,0,0.014118824,0,-0.0057618977,0,0.0043159812,0,-0.015441343,0,-0.0057579009,0,0.11886069,0
3.02e-009,0.05826297,0,0.085833132,0,0.0038208847,0,0.048177548,0,0.0043072333,0,0.0038086902,0,0.038288206,0,0.0049494528,0,-0.015415221,0,0.048513811,0,0.0049567693,0,0.013377097,0,-0.0057015247,0,0.0042928085,0,-0.015518496,0,-0.0056990227,0,0.11781833,0
3.03e-009,0.058741428,0,0.087067403,0,0.0039114025,0,0.048253264,0,0.0042885882,0,0.0039032139,0,0.038192898,0,0.004920389,0,-0.015486238,0,0.048590239,0,0.004928194,0,0.012603713,0,-0.0059948638,0,0.0042729662,0,-0.015591267,0,-0.0059955711,0,0.11718224,0
3.04e-009,0.059106715,0,0.088119924,0,0.0038506743,0,0.048324693,0,0.0042677592,0,0.0038475373,0,0.037751313,0,0.0049109058,0,-0.015561574,0,0.048661362,0,0.0049182251,0,0.012255026,0,-0.0064964909,0,0.004250899,0,-0.015668388,0,-0.0065003987,0,0.11707956,0
3.05e-009,0.059931822,0,0.08920908,0,0.003583919,0,0.048395764,0,0.0042395191,0,0.0035852024,0,0.037780385,0,0.0049174214,0,-0.015647015,0,0.048731353,0,0.0049235658,0,0.012495066,0,-0.0069146785,0,0.0042214599,0,-0.015755048,0,-0.0069198548,0,0.11729814,0
3.06e-009,0.061732836,0,0.090586185,0,0.0031910599,0,0.048471961,0,0.0042027198,0,0.0031949372,0,0.039220005,0,0.0049246061,0,-0.015740799,0,0.048806176,0,0.0049293502,0,0.013073435,0,-0.0070072212,0,0.0041835974,0,-0.01584883,0,-0.0070107346,0,0.11747196,0
3.07e-009,0.064523093,0,0.092326589,0,0.0028481011,0,0.048555128,0,0.004161323,0,0.002852499,0,0.042373382,0,0.0049159015,0,-0.015836192,0,0.048888087,0,0.0049193949,0,0.013484901,0,-0.0067500714,0,0.004141408,0,-0.015942523,0,-0.0067497189,0,0.11737145,0
3.08e-009,0.067589171,0,0.094214328,0,0.0027065314,0,0.048643246,0,0.0041220649,0,0.0027100309,0,0.046333127,0,0.0048849201,0,-0.015925657,0,0.048974648,0,0.0048875157,0,0.013311735,0,-0.0063619865,0,0.0041016783,0,-0.016029004,0,-0.0063575823,0,0.11708938,0
3.09e-009,0.069701023,0,0.09582065,0,0.002759692,0,0.048731245,0,0.0040900824,0,0.0027620229,0,0.049055453,0,0.0048399833,0,-0.016007699,0,0.04906109,0,0.0048420615,0,0.012518378,0,-0.0061624344,0,0.0040695714,0,-0.016106812,0,-0.0061561712,0,0.11697938,0
3.1e-009,0.069728479,0,0.096763499,0,0.0027901898,0,0.048813816,0,0.0040656133,0,0.0027922369,0,0.048228167,0,0.0047986335,0,-0.016088281,0,0.049142346,0,0.0048005152,0,0.011491339,0,-0.0063545681,0,0.004045302,0,-0.016182534,0,-0.0063500283,0,0.11737693,0
3.11e-009,0.06736929,0,0.097014755,0,0.0024619875,0,0.048889477,0,0.0040439023,0,0.0024653415,0,0.042603575,0,0.0047757616,0,-0.01617712,0,0.049216572,0,0.0047777416,0,0.010784379,0,-0.0068799937,0,0.0040240432,0,-0.016266331,0,-0.0068802419,0,0.11829288,0
3.12e-009,0.063564405,0,0.09707059,0,0.0015432489,0,0.048961502,0,0.0040184152,0,0.0015495468,0,0.033103909,0,0.0047734305,0,-0.016281543,0,0.049287099,0,0.0047757975,0,0.010733133,0,-0.0074485056,0,0.0039991746,0,-0.016366133,0,-0.0074543711,0,0.11930797,0
3.13e-009,0.060288105,0,0.09785717,0,0.00016184294,0,0.049035493,0,0.0039852881,0,0.00017234232,0,0.023007076,0,0.0047792937,0,-0.016401703,0,0.049360011,0,0.0047823261,0,0.011203722,0,-0.007729975,0,0.0039667538,0,-0.016482476,0,-0.0077394028,0,0.11977267,0
3.14e-009,0.05972039,0,0.10038526,0,-0.0010474769,0,0.049115084,0,0.0039459825,0,-0.0010322471,0,0.016931148,0,0.0047748657,0,-0.016529938,0,0.049438823,0,0.0047787037,0,0.01166172,0,-0.0075826016,0,0.0039281296,0,-0.016608058,0,-0.0075914869,0,0.119209,0
3.15e-009,0.063170865,0,0.10531481,0,-0.0010159397,0,0.049201295,0,0.0039063711,0,-0.00099617708,0,0.0189723,0,0.0047480483,0,-0.016655792,0,0.049524315,0,0.004752554,0,0.011534603,0,-0.0071611041,0,0.0038890166,0,-0.016732328,0,-0.0071652872,0,0.11765695,0
3.16e-009,0.070318341,0,0.11265509,0,0.0014487129,0,0.049289472,0,0.0038727727,0,0.0014720754,0,0.030862311,0,0.0047014318,0,-0.016772881,0,0.049611829,0,0.0047061536,0,0.010632268,0,-0.0068239905,0,0.0038555576,0,-0.016849088,0,-0.0068211919,0,0.11571924,0
3.17e-009,0.079222262,0,0.12176749,0,0.0072128517,0,0.049374729,0,0.0038476873,0,0.0072382977,0,0.051090438,0,0.0046507255,0,-0.016883027,0,0.049696125,0,0.0046549663,0,0.0093318066,0,-0.006893897,0,0.0038300799,0,-0.016959768,0,-0.0068847365,0,0.1142407,0
3.18e-009,0.087181538,0,0.13167621,0,0.016408641,0,0.049453188,0,0.003828025,0,0.016434111,0,0.075493671,0,0.0046142912,0,-0.01699502,0,0.049773209,0,0.0046173176,0,0.0083752777,0,-0.0074300985,0,0.0038094339,0,-0.017073158,0,-0.0074175959,0,0.11380119,0
3.19e-009,0.092056856,0,0.14152472,0,0.028247872,0,0.04952563,0,0.0038071354,0,0.028271122,0,0.099072993,0,0.0046008332,0,-0.01711834,0,0.049844515,0,0.0046020858,0,0.0083878944,0,-0.0081719952,0,0.0037870847,0,-0.017198054,0,-0.0081598153,0,0.11434282,0
3.2e-009,0.093385525,0,0.15093078,0,0.041156806,0,0.049597178,0,0.0037792337,0,0.041175708,0,0.11813783,0,0.004603595,0,-0.01725656,0,0.049914982,0,0.0046028257,0,0.0094279526,0,-0.0087029357,0,0.0037575525,0,-0.017337881,0,-0.0086935014,0,0.11518947,0
3.21e-009,0.092681743,0,0.1600485,0,0.053199012,0,0.049672421,0,0.0037432881,0,0.053212129,0,0.13169038,0,0.0046050963,0,-0.017404793,0,0.049989861,0,0.0046023424,0,0.010884555,0,-0.0087335156,0,0.0037202472,0,-0.017487245,0,-0.0087269489,0,0.11547451,0
3.22e-009,0.09271545,0,0.16931021,0,0.062635042,0,0.049753383,0,0.003703696,0,0.062641948,0,0.14136076,0,0.0045890789,0,-0.017552193,0,0.050071534,0,0.0045846258,0,0.01182527,0,-0.0083140014,0,0.0036799861,0,-0.017634582,0,-0.0083085829,0,0.11472115,0
3.23e-009,0.096098624,0,0.17900164,0,0.068412356,0,0.04983715,0,0.0036672817,0,0.068413831,0,0.14998376,0,0.0045517711,0,-0.017689131,0,0.050157323,0,0.0045460183,0,0.011593687,0,-0.0078228116,0,0.0036437898,0,-0.017769938,0,-0.0078166332,0,0.11319823,0
3.24e-009,0.10389047,0,0.1889226,0,0.070413873,0,0.049918115,0,0.0036385641,0,0.070411518,0,0.15964495,0,0.0045044548,0,-0.017813224,0,0.050240368,0,0.0044979583,0,0.010267571,0,-0.0077233268,0,0.0036160548,0,-0.017891375,0,-0.0077160872,0,0.11179496,0
3.25e-009,0.11494666,0,0.19833618,0,0.069393657,0,0.049992103,0,0.0036165447,0,0.06938944,0,0.17030138,0,0.0044658263,0,-0.017930582,0,0.050316915,0,0.0044593448,0,0.008649555,0,-0.0082426742,0,0.0035953864,0,-0.018005423,0,-0.0082364827,0,0.11146007,0
3.26e-009,0.12636457,0,0.20624952,0,0.066653028,0,0.050058585,0,0.0035952427,0,0.066648543,0,0.17974299,0,0.0044490779,0,-0.018051488,0,0.050386071,0,0.0044435887,0,0.0077559664,0,-0.009191812,0,0.0035752743,0,-0.018122988,0,-0.0091903936,0,0.11254564,0
3.27e-009,0.13481046,0,0.21188016,0,0.063597992,0,0.050122682,0,0.0035676016,0,0.063594051,0,0.18489593,0,0.0044526388,0,-0.018182972,0,0.050451655,0,0.0044492092,0,0.0081109386,0,-0.010065657,0,0.0035482394,0,-0.018251847,0,-0.010072251,0,0.11449003,0
3.28e-009,0.1380574,0,0.21505699,0,0.061344646,0,0.050190952,0,0.0035302381,0,0.061341029,0,0.18370843,0,0.004460888,0,-0.018323546,0,0.050521109,0,0.0044604116,0,0.0093181795,0,-0.010377231,0,0.003510769,0,-0.01839087,0,-0.010392362,0,0.11608602,0
3.29e-009,0.1359607,0,0.21633929,0,0.060494941,0,0.050267801,0,0.0034857537,0,0.060490772,0,0.17653486,0,0.0044545801,0,-0.018464001,0,0.050597895,0,0.0044573988,0,0.01023857,0,-0.010012168,0,0.0034656592,0,-0.018531173,0,-0.010032445,0,0.11621573,0
3.3e-009,0.13040361,0,0.21679083,0,0.061123405,0,0.050352462,0,0.0034410146,0,0.0611175,0,0.1662264,0,0.0044238577,0,-0.018593431,0,0.050681893,0,0.004429556,0,0.0097204,0,-0.0093544815,0,0.0034201841,0,-0.018661225,0,-0.0093735,0,0.11461192,0
3.31e-009,0.12428816,0,0.21753125,0,0.062931553,0,0.050438792,0,0.0034025265,0,0.062922902,0,0.15687062,0,0.0043750852,0,-0.018707152,0,0.050767738,0,0.0043825363,0,0.0074425051,0,-0.0090696774,0,0.0033812118,0,-0.018775539,0,-0.0090805115,0,0.11214475,0
3.32e-009,0.12013167,0,0.2192986,0,0.065476336,0,0.050520889,0,0.003371994,0,0.065464407,0,0.15187819,0,0.0043267678,0,-0.018809728,0,0.050849117,0,0.0043345233,0,0.0043002437,0,-0.0096585117,0,0.0033506495,0,-0.018878054,0,-0.0096568,0,0.11038967,0
