!CSV A.01.01
!Keysight Technologies,N5231B,MY58421610,A.17.35.05
!Date: Tuesday, August 13, 2024 16:27:41
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Sdd22(DB),Sdd22(DEG),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
1739760177,-16.692875,105.34245,-13.556386,151.22064,-26.959656,129.14865,-3.5790462,-177.7915,-13.020106,57.114471,-26.960476,128.97755,-11.097411,166.11705,-13.875281,61.948452,-3.8313699,-169.55859,-3.5698087,-177.94012,-13.880601,61.870674,-19.762091,-50.881435,-13.832556,-63.407406,-12.987325,57.138985,-3.8149328,-169.48268,-13.819036,-63.288589,-27.773293,-2.9096746
1753246690,-19.635435,91.344536,-15.770423,113.41059,-28.128937,31.37925,-3.6305885,162.58179,-14.11189,27.943922,-28.176006,31.402843,-14.03789,137.45705,-15.050104,29.823664,-3.9157364,168.63077,-3.6360044,162.43469,-15.049741,29.787085,-22.48369,-99.039574,-16.457512,-100.76885,-14.07512,27.812687,-3.884773,168.59885,-16.432627,-100.81412,-25.836178,-165.28249
1766733203,-23.098543,72.076904,-17.671352,98.850693,-27.69171,-56.118,-3.1891675,139.68541,-15.265653,7.3573785,-27.68358,-56.338459,-13.801975,119.7632,-16.523304,10.552865,-3.9391286,146.07353,-3.218261,139.60583,-16.545364,10.541019,-23.119398,-58.054592,-19.988279,-98.429779,-15.259179,7.2292976,-3.91312,145.96964,-19.94331,-98.369385,-32.413956,-164.97469
1780219716,-23.829096,26.533157,-16.256184,100.50922,-27.115517,-109.73047,-2.9129715,114.71512,-15.848879,-6.6248188,-27.156914,-109.89818,-11.780103,104.79385,-17.009848,-1.9163327,-3.6862187,123.81892,-2.9415889,114.72498,-17.021902,-1.9641718,-20.287733,-75.325836,-19.634521,-118.23097,-15.858747,-6.7410226,-3.6722472,123.60513,-19.589396,-118.47446,-29.36727,-104.11839
1793706229,-20.827946,-16.331041,-15.508256,97.598228,-25.517305,-138.27281,-3.0377414,89.434402,-14.733073,-26.223173,-25.539761,-138.1032,-11.268921,96.346428,-15.582047,-20.198853,-3.506218,99.249588,-3.0612636,89.599251,-15.599646,-20.041718,-18.305342,-75.965416,-20.409283,-125.69904,-14.744359,-26.311544,-3.5082068,99.080315,-20.394566,-126.01498,-20.551977,-69.095528
1807192742,-20.004412,-37.006729,-15.096153,101.8561,-22.764339,-175.07655,-3.1283648,67.367462,-14.956932,-52.654449,-22.787447,-174.99922,-11.385881,98.797379,-15.553434,-49.018681,-3.5052707,75.44471,-3.1247404,67.639946,-15.54585,-48.91214,-17.241398,-105.03642,-18.819031,-147.81039,-14.977221,-52.663971,-3.5227215,75.334099,-18.843163,-148.17882,-19.246702,-89.506561
1820679255,-21.502821,-30.796926,-15.463542,98.79055,-21.909296,150.96364,-2.9414401,43.936356,-15.119529,-74.479401,-21.895906,151.27574,-12.014565,92.980766,-15.825636,-70.472298,-3.4988728,52.023151,-2.932488,44.176292,-15.815578,-70.239258,-20.759594,-144.90654,-19.135557,-175.76158,-15.147515,-74.581421,-3.5166502,52.002647,-19.148851,-175.83955,-26.121193,-90.494812
1834165768,-22.821833,-7.9915247,-16.511772,88.026665,-21.221613,122.96008,-2.7975936,19.2875,-14.868443,-93.601227,-21.224443,123.04986,-13.717815,87.964966,-15.480953,-93.233162,-3.3644254,26.978495,-2.7693055,19.515518,-15.46529,-93.020081,-25.279203,142.64627,-22.494781,154.76128,-14.879947,-93.473709,-3.3775945,27.118435,-22.537384,154.66586,-25.646168,12.030712
1847652281,-22.822102,14.997094,-16.555782,61.203003,-20.941639,92.150368,-2.7503438,-5.2705255,-14.524933,-116.40257,-20.94062,92.184341,-13.360996,61.303394,-15.668309,-114.39828,-3.4927225,2.3858061,-2.7186239,-5.1750889,-15.654131,-114.33472,-21.450544,98.262199,-25.833929,144.33827,-14.521636,-116.21136,-3.4928524,2.5382195,-25.817511,144.38309,-23.111675,10.978074
1861138794,-25.332293,38.82658,-14.68581,30.205603,-20.690165,70.820343,-2.9603171,-30.204224,-13.931579,-142.81041,-20.693659,70.756065,-11.654935,29.678312,-14.957629,-139.95758,-3.825526,-21.168221,-2.9214559,-30.250427,-14.924379,-139.99139,-20.698883,102.38428,-25.915133,165.78951,-13.913209,-142.73967,-3.8074143,-21.025949,-25.968075,165.78065,-43.561913,21.180611
1874625307,-26.079998,77.053894,-12.075218,4.8936477,-20.423941,41.380337,-3.0238793,-52.575485,-14.811916,-168.05588,-20.426888,41.321842,-9.4882259,8.5308666,-15.840055,-164.45772,-3.7939761,-42.709084,-2.9964213,-52.685314,-15.825269,-164.52222,-17.498293,97.464775,-24.089535,128.38425,-14.786677,-168.00835,-3.7653153,-42.631538,-24.095549,128.75293,-22.71674,121.61828
1888111820,-29.047991,89.499855,-11.298151,-9.2985029,-21.272472,21.986921,-2.9179294,-77.159988,-14.549943,174.23206,-21.257423,22.006161,-8.4457664,-2.8377504,-15.45573,177.46184,-3.7348421,-67.540848,-2.9080267,-77.358208,-15.449081,177.28787,-21.434168,83.941307,-31.315414,119.08803,-14.529495,174.26923,-3.7043037,-67.578773,-31.354115,119.53378,-26.308191,135.83081
1901598333,-35.691021,-111.22134,-10.418531,-17.935085,-19.835554,0.92887533,-3.2337406,-100.87195,-14.139725,146.37775,-19.828672,1.0306553,-7.9762702,-13.145836,-15.064064,148.64503,-4.0435104,-90.356461,-3.2370901,-100.97701,-15.052486,148.45366,-29.01162,118.42505,-25.237289,143.94658,-14.128214,146.28354,-4.0035572,-90.495117,-25.230076,143.72394,-21.520906,178.20615
1915084846,-21.977276,-99.586823,-10.709298,-34.856346,-20.528112,-31.625624,-2.9814019,-123.01935,-15.10259,126.66325,-20.570932,-31.516745,-8.4937525,-29.156982,-16.288822,128.87457,-3.862479,-112.0564,-2.9906802,-123.06243,-16.2777,128.70398,-25.363173,-57.323231,-26.997232,97.248436,-15.092692,126.52046,-3.8238826,-112.36201,-26.966255,97.157707,-23.048475,-161.17957
1928571359,-18.134314,-97.332848,-11.271361,-53.998905,-21.790653,-52.374634,-2.8861394,-147.95407,-14.559465,107.75607,-21.793514,-52.127125,-9.2607031,-49.434589,-15.815103,111.29117,-3.7532392,-135.93816,-2.9051332,-147.95227,-15.830968,111.1592,-17.153959,-86.153671,-31.752134,114.38066,-14.572039,107.50317,-3.7419245,-136.32645,-31.737951,113.91165,-21.214527,-135.77756
1942057872,-16.782228,-91.309769,-11.393551,-79.769012,-22.783997,-70.887444,-2.9050267,-172.68047,-14.034192,85.410919,-22.765947,-70.63662,-9.3972187,-75.081902,-15.206753,90.083412,-3.7210391,-159.6353,-2.9271183,-172.60956,-15.236959,90.016106,-15.329865,-100.41247,-26.727922,144.94456,-14.050164,85.188187,-3.7473023,-159.99924,-26.722418,144.50117,-21.427889,-126.70235
1955544385,-16.156025,-88.171547,-10.927145,-105.27911,-23.448395,-86.479622,-3.0432997,162.93497,-13.665462,60.65411,-23.426882,-86.284172,-9.199357,-99.476105,-14.698378,65.86055,-3.6271083,177.05806,-3.0611908,163.10704,-14.728354,65.827003,-18.169878,-113.80165,-21.864292,117.32613,-13.692884,60.598518,-3.6780984,176.83676,-21.911982,117.20313,-24.913122,-104.54798
1969030898,-16.884163,-99.883965,-10.218346,-125.77554,-23.664993,-101.48988,-3.1356132,138.93163,-13.487739,36.50975,-23.606785,-101.16175,-8.9603968,-116.52491,-14.35964,41.324902,-3.4969604,152.51694,-3.1421235,139.16945,-14.393636,41.39394,-23.241055,-144.99998,-20.107975,93.371475,-13.527062,36.617199,-3.5643191,152.48878,-20.147301,93.107307,-26.748907,-95.148727
1982517411,-18.898252,-135.16014,-9.4663324,-142.20815,-23.437975,-118.58292,-3.2557261,114.73544,-13.226217,12.556763,-23.406151,-118.63132,-8.5926571,-129.14862,-13.978585,16.367025,-3.4950011,126.96465,-3.2445259,114.93852,-13.993721,16.622215,-20.426821,136.80444,-18.404997,72.790283,-13.229951,12.752571,-3.5392087,127.19629,-18.428665,72.613922,-33.625126,168.87526
1996003924,-18.138252,174.49998,-8.7858477,-159.29532,-23.253139,-142.30956,-3.4952965,90.835548,-12.922456,-13.229877,-23.267092,-142.25574,-7.5496116,-143.62085,-13.845509,-11.055647,-3.9195223,102.2756,-3.4708207,91.001053,-13.83708,-10.779074,-14.909286,105.07214,-16.666004,47.204369,-12.916381,-13.038387,-3.9327493,102.61303,-16.67713,47.292259,-23.658194,90.538559
2009490437,-14.646961,147.61824,-8.8971748,-178.43919,-25.454903,-166.22285,-3.5022321,68.891792,-13.381074,-38.015064,-25.472546,-166.47247,-7.1003203,-163.03433,-14.53321,-34.927055,-4.0255032,80.96981,-3.4851499,68.915977,-14.519555,-34.709141,-13.413455,99.254745,-17.146643,19.721426,-13.361373,-37.974834,-4.0051517,81.240486,-17.1448,19.829561,-21.598686,101.73325
2022976950,-12.188284,130.37827,-9.3496389,162.01016,-26.817274,177.95662,-3.4764311,45.789856,-13.588821,-60.300587,-26.818901,177.88689,-7.3028827,179.11168,-14.627645,-57.316059,-3.9098649,57.715263,-3.4576507,45.692852,-14.593861,-57.229504,-12.419324,93.262581,-17.277941,2.4165525,-13.563136,-60.360725,-3.8695638,57.877789,-17.272478,2.3690393,-16.460714,102.05934
2036463463,-11.396896,115.94128,-10.099034,140.1423,-28.739859,168.85478,-3.4432731,21.238609,-13.278833,-80.84816,-28.781347,168.80983,-7.7182612,162.05908,-14.456038,-78.599602,-4.0094123,33.094482,-3.4436193,21.176834,-14.429812,-78.557259,-12.139034,76.530922,-16.048645,-9.2909832,-13.277971,-80.871712,-3.9605889,33.133888,-16.036575,-9.3572779,-14.25107,84.600945
2049949976,-11.444297,100.89026,-10.377357,114.93974,-29.700167,164.41434,-3.5805583,-3.2117004,-12.847022,-105.44444,-29.713745,164.1617,-8.0283766,141.41331,-14.312345,-102.72451,-4.2159605,9.5716696,-3.5786979,-3.2541406,-14.284076,-102.69711,-13.542937,47.035427,-14.622828,-31.304724,-12.840734,-105.54634,-4.1740875,9.5231581,-14.612647,-31.345312,-14.296358,67.884949
2063436489,-11.865249,80.75135,-9.7074976,89.048302,-30.34021,148.99756,-3.7778263,-26.833319,-12.779764,-131.23877,-30.30722,149.39928,-7.8639021,115.15884,-14.352654,-126.36877,-4.3289971,-12.98041,-3.7777286,-26.777494,-14.316627,-126.36417,-14.182021,7.7440743,-13.598422,-55.533298,-12.768894,-131.39432,-4.2819133,-13.199107,-13.594961,-55.684959,-14.837105,46.746975
2076923002,-12.135204,52.609692,-9.0163593,68.281776,-32.114033,154.00705,-3.8423376,-50.056034,-12.941568,-155.10451,-32.155869,154.65576,-7.2808585,90.476517,-14.367158,-148.06955,-4.3046536,-35.917152,-3.8424237,-50.069695,-14.324367,-148.19574,-13.011437,-25.35767,-13.105332,-80.803139,-12.950935,-155.3418,-4.2793264,-36.368172,-13.109651,-81.036835,-15.091426,17.195345
2090409515,-11.463932,19.074909,-8.4263525,52.6548,-33.189068,160.67033,-3.9810922,-73.988213,-12.903539,-178.40045,-33.170532,160.58212,-6.5924635,71.706833,-13.89242,-171.23599,-4.3187299,-59.572842,-3.9842238,-73.93573,-13.87106,-171.4751,-11.0332,-46.462494,-12.78929,-104.3291,-12.929716,-178.60692,-4.3301287,-59.971474,-12.807202,-104.48016,-13.639483,-18.39426
2103896028,-10.147794,-12.532295,-8.9665737,37.608261,-29.137951,-175.44289,-4.2411404,-97.977303,-12.465597,157.24295,-29.129972,-175.00485,-6.6871705,58.876499,-13.317769,162.39555,-4.4056435,-83.633148,-4.2521844,-97.871292,-13.349828,162.20746,-9.5453215,-64.844864,-12.767483,-127.34554,-12.503891,157.246,-4.4460702,-83.958405,-12.787478,-127.46446,-11.300044,-46.767975
2117382541,-9.1488409,-37.365437,-10.844728,27.494659,-22.407703,161.64671,-4.5250454,-118.41332,-12.999891,129.09586,-22.418129,161.90997,-7.6288881,51.858292,-13.86898,132.35135,-4.5515208,-106.61433,-4.5200229,-118.26638,-13.902434,132.21838,-9.2727222,-83.563957,-12.80446,-150.43774,-13.020881,129.27104,-4.5986843,-106.66447,-12.832713,-150.38083,-9.6546049,-68.937325
2130869054,-8.6671152,-54.463497,-11.905627,11.648895,-20.190994,123.65788,-4.2581544,-140.06914,-13.669436,107.89647,-20.138504,123.70676,-8.1618681,42.905716,-15.031757,109.77321,-4.7342649,-129.45781,-4.2462716,-139.96283,-15.060074,109.89799,-9.3594141,-103.44365,-12.266167,-169.73048,-13.665102,108.11911,-4.7690134,-129.3176,-12.284378,-169.61099,-8.9369869,-85.41729
2144355567,-8.5439262,-70.620644,-11.800087,-20.79138,-20.240133,91.431786,-3.9804411,-163.89824,-13.724262,89.265427,-20.206108,91.375526,-8.8382044,16.152044,-15.377801,92.823189,-4.6458011,-151.959,-3.9461977,-163.86472,-15.39101,92.912064,-10.536338,-126.89042,-11.779531,165.13812,-13.689962,89.452003,-4.6502786,-151.78207,-11.77959,165.22923,-9.2911959,-101.96752
2157842080,-8.9907579,-90.429688,-10.925054,-53.223492,-20.792871,74.434105,-3.8948565,171.31561,-13.323301,68.161949,-20.790199,73.998062,-8.8458738,-16.540701,-15.133226,74.071777,-4.6277032,-175.61542,-3.8747156,171.2261,-15.125439,74.202484,-11.763246,-154.23392,-11.658761,138.64478,-13.294415,67.991676,-4.6105623,-175.50436,-11.642152,138.68512,-10.411373,-123.12964
2171328593,-9.528141,-118.11929,-9.9667521,-70.555984,-20.885633,58.514034,-3.9557004,145.61716,-12.693996,45.557804,-20.897488,58.37088,-7.5721622,-40.593727,-14.18834,53.429527,-4.7802582,159.78242,-3.9530478,145.47813,-14.175241,53.606499,-11.741989,-179.72707,-12.132392,113.00372,-12.672811,45.498806,-4.759882,159.83847,-12.126534,113.00033,-10.989583,-152.12585
2184815106,-9.1135159,-152.48116,-9.7746677,-76.597397,-19.136347,43.519447,-4.4613285,121.94331,-12.49501,17.856787,-19.146128,43.485424,-6.632288,-54.363773,-13.755946,24.703539,-5.131597,137.73654,-4.475141,121.80861,-13.744006,24.743441,-10.070568,157.61336,-12.40447,89.612686,-12.502425,17.60894,-5.1178732,137.76091,-12.383952,89.54071,-9.6351166,173.54366
2198301619,-7.9623876,177.86761,-9.9152889,-88.047516,-18.816616,22.519018,-4.4936223,99.201698,-12.402821,-4.0504036,-18.844959,22.305408,-6.4552684,-65.368179,-13.775498,1.8219632,-5.1107988,115.34238,-4.5193405,99.204567,-13.769776,2.0224068,-9.3179188,140.98351,-13.401448,62.456875,-12.407167,-4.0964413,-5.0817885,115.42616,-13.38163,62.395611,-8.2499924,149.97395
2211788132,-7.1818218,157.32056,-11.544665,-98.219933,-16.418385,-0.45717049,-5.1023622,79.316048,-12.509356,-36.519413,-16.461416,-0.51207471,-7.1756167,-75.914902,-14.131427,-32.120556,-5.4712691,94.966736,-5.1245708,79.338875,-14.116549,-31.928526,-7.7644982,126.46302,-13.767386,54.001095,-12.5248,-36.560562,-5.4410448,94.963737,-13.753748,53.866131,-6.5883813,133.47444
2225274645,-7.2457013,142.47275,-12.169807,-132.60716,-17.362625,-35.623322,-4.2348881,58.642399,-13.928611,-53.152702,-17.419359,-35.573193,-8.2525778,-100.18428,-16.081991,-45.16465,-4.8427076,74.34742,-4.2572236,58.771053,-16.048641,-44.962147,-9.5912161,103.02857,-12.475447,24.248983,-13.948689,-53.200542,-4.8062615,74.196014,-12.469071,23.971668,-7.1451879,114.16257
2238761158,-8.0586967,126.09408,-12.41524,-173.92703,-18.830944,-52.955505,-3.8912866,32.411362,-13.288194,-70.051132,-18.878485,-52.744793,-9.6777458,-133.21939,-15.118415,-58.684372,-4.4611416,49.590988,-3.904634,32.547813,-15.083843,-58.745705,-12.597117,82.978104,-12.849062,-6.2895637,-13.312054,-70.070778,-4.4461818,49.364357,-12.84716,-6.489325,-8.9165373,96.756699
2252247671,-9.4613552,101.07125,-11.462651,161.62006,-19.194992,-67.356674,-3.8898399,6.37888,-12.544674,-92.418015,-19.230183,-66.957336,-9.7196932,-162.94539,-13.950929,-79.874893,-4.3182225,24.120529,-3.8965561,6.6156936,-13.937605,-79.982414,-14.789171,51.576069,-13.614081,-36.914383,-12.567264,-92.229782,-4.3184328,23.942036,-13.636235,-37.139816,-11.00347,71.33902
2265734184,-10.095424,65.355576,-11.05853,149.75073,-18.735741,-80.030762,-4.2234707,-19.247335,-11.880486,-118.55108,-18.73703,-79.648338,-9.5661602,178.49704,-12.963753,-107.41295,-4.5317302,-1.2805942,-4.2142553,-18.942406,-12.959723,-107.47694,-13.618642,23.329535,-15.242481,-65.281456,-11.885952,-118.24084,-4.5398917,-1.3531549,-15.248335,-65.336716,-11.242866,38.778301
2279220697,-9.0442457,32.579651,-11.07219,144.04274,-17.390842,-101.63004,-4.6369638,-41.960865,-11.946711,-145.25542,-17.365717,-101.30882,-9.6087952,169.03954,-13.03116,-136.06331,-4.82375,-24.210566,-4.6063166,-41.778084,-13.026354,-136.09731,-11.308728,4.0095501,-16.374779,-90.158089,-11.916245,-145.01694,-4.8175607,-24.215687,-16.371935,-90.133118,-9.6889639,10.080777
2292707210,-7.8768191,10.544379,-11.141043,127.68011,-18.335251,-128.23625,-4.716176,-63.214836,-12.089038,-168.69261,-18.292456,-127.97411,-10.001284,154.73196,-13.370031,-160.10094,-4.8915534,-46.674477,-4.6780696,-63.147709,-13.357493,-160.11771,-10.160796,-5.936326,-18.02347,-116.68337,-12.028626,-168.64963,-4.8715057,-46.784954,-18.007526,-116.75191,-8.5167017,-6.8931742
2306193723,-7.5929508,-5.1022787,-13.725606,105.4931,-17.519003,-141.18474,-4.8075528,-86.9254,-11.532979,165.85106,-17.488897,-141.19463,-11.814982,143.89211,-12.981665,173.94034,-5.1590357,-70.029625,-4.7676501,-87.014908,-12.964267,173.84749,-9.9612303,-11.673716,-20.518427,-143.02913,-11.482836,165.69897,-5.147449,-70.206276,-20.51346,-143.0289,-8.2000303,-18.377848
2319680236,-8.3154373,-21.002369,-14.1743,71.727211,-18.710066,-170.28717,-4.3647313,-106.49437,-12.789568,141.58604,-18.698503,-170.40326,-12.386209,126.04832,-14.930332,153.7397,-4.9810181,-88.488449,-4.337338,-106.72988,-14.931,153.70691,-11.530702,-35.601517,-18.516384,-153.86009,-12.772038,141.19498,-4.9787579,-88.633224,-18.527357,-154.00912,-8.7437572,-37.945316
2333166749,-9.9149132,-42.568184,-14.702154,39.366562,-19.343103,176.98398,-3.9887488,-133.28435,-12.378815,124.3229,-19.320799,176.77257,-13.177734,96.784164,-13.788482,140.70357,-4.4340053,-112.36864,-3.9920011,-133.51572,-13.805866,140.72687,-16.041386,-51.684616,-17.960932,159.55719,-12.377317,124.03871,-4.4395499,-112.4702,-17.925556,159.48372,-11.76997,-58.392994
2346653262,-11.454263,-73.639359,-14.376993,19.592794,-18.910002,162.43173,-4.1045942,-159.87317,-11.624686,101.51771,-18.916506,162.27734,-14.047807,65.249725,-12.522371,117.09018,-4.2462735,-137.71965,-4.1335731,-159.991,-12.53907,117.16109,-18.981256,-72.879776,-18.297752,112.33432,-11.64652,101.30141,-4.2602391,-137.77977,-18.298201,112.24003,-14.771729,-81.970001
2360139775,-11.497293,-108.15383,-13.613313,10.136469,-18.098122,139.99858,-4.5261474,175.27721,-11.15551,75.678215,-18.106014,139.93401,-13.874697,37.428059,-11.884837,89.354515,-4.3041563,-162.35271,-4.558691,175.26994,-11.884557,89.505424,-17.398495,-97.03569,-19.044567,66.744972,-11.181141,75.547737,-4.2994204,-162.39511,-19.04096,66.674294,-14.995217,-110.08362
2373626288,-10.625473,-134.97711,-12.593092,-2.9787235,-18.424164,113.49739,-4.9068079,152.55324,-10.918929,49.045818,-18.465509,113.67361,-13.06258,14.881202,-11.753782,62.405479,-4.3854985,173.77223,-4.9382906,152.67174,-11.745159,62.453003,-14.671798,-110.88259,-18.968647,23.336271,-10.958666,48.958672,-4.3806353,173.71964,-18.956402,23.121906,-13.523979,-132.65652
2387112801,-10.228738,-154.81487,-12.988741,-20.430656,-19.680536,93.023834,-4.950912,131.61897,-11.248995,23.851658,-19.688866,93.117249,-13.127404,-3.9001849,-11.887998,37.496124,-4.325387,150.53038,-4.9752622,131.82663,-11.86811,37.643208,-12.669331,-126.80322,-19.489504,-14.858709,-11.291393,23.861795,-4.3305211,150.51772,-19.507023,-15.022209,-12.046563,-148.57686
2400599314,-10.739648,-170.85019,-14.72499,-34.179752,-19.600937,73.375954,-4.770781,106.53956,-10.739717,1.2949597,-19.635141,73.473366,-15.315452,-15.30544,-11.227767,13.325383,-4.3553758,125.1555,-4.7862682,106.82502,-11.221072,13.40486,-13.211584,-133.24757,-18.086752,-40.208233,-10.78084,1.5135747,-4.3638854,125.17123,-18.103043,-40.336689,-11.971749,-158.02966
2414085827,-11.950925,173.31332,-17.049976,-58.912868,-20.689167,56.99382,-4.9950609,84.638298,-10.998115,-27.697195,-20.696262,56.990845,-24.066023,-23.520342,-11.929169,-16.09227,-4.6317625,103.14364,-4.9794946,84.916275,-11.91067,-16.067385,-12.301548,-142.64482,-17.156626,-80.783966,-10.994171,-27.385044,-4.6214228,103.24439,-17.167507,-80.786911,-11.272035,-165.63628
2427572340,-13.769006,153.05228,-17.74691,-85.215469,-19.36764,26.959364,-4.7827058,58.799343,-10.970652,-48.356186,-19.381147,27.193758,-28.750217,76.382721,-11.703666,-34.603146,-4.5010843,78.823959,-4.7651448,59.061848,-11.684752,-34.611931,-13.602475,-151.45425,-16.920803,-98.98098,-10.961075,-48.049992,-4.4807692,78.873779,-16.941244,-98.884987,-12.903646,179.04182
2441058853,-16.034279,121.12933,-14.82822,-121.50925,-21.105286,-9.7705879,-5.2741714,33.557041,-10.568045,-74.534889,-21.070667,-9.621068,-27.635595,123.07907,-11.226209,-60.212257,-4.7967262,55.602127,-5.2316928,33.674709,-11.206098,-60.200569,-13.352036,-162.99232,-14.56004,-126.144,-10.506541,-74.368172,-4.7572193,55.619884,-14.550875,-126.08304,-14.845902,170.3047
2454545366,-17.335621,78.19767,-12.083838,-145.27492,-24.754448,-46.799965,-5.8926153,12.340708,-10.638604,-102.60782,-24.765158,-46.999371,-22.601933,-150.97704,-11.06391,-88.111732,-4.8048658,34.243298,-5.8615327,12.331618,-11.044109,-88.153618,-13.202332,169.38866,-13.348883,-161.14926,-10.59237,-102.73627,-4.774085,34.09856,-13.336471,-161.18872,-15.814366,147.57616
2468031879,-16.35816,42.406841,-11.420903,-164.71643,-33.336746,-59.405201,-5.7556424,-6.8109336,-11.29785,-127.56377,-33.413162,-59.614124,-17.395208,-146.70212,-11.591578,-112.93212,-4.5137539,11.586725,-5.7481074,-6.925745,-11.584515,-113.00053,-13.777609,130.25111,-13.54779,166.30446,-11.274486,-127.80962,-4.4943871,11.347144,-13.550898,166.14682,-16.050283,109.02405
2481518392,-15.845513,22.133911,-12.967673,-175.69264,-35.967422,-42.9011,-5.3477607,-30.424866,-11.388603,-147.97708,-36.084927,-42.940399,-17.050894,-138.80721,-11.386203,-134.41608,-4.3579826,-13.558063,-5.3494792,-30.506464,-11.376926,-134.48425,-14.447386,101.92979,-14.182303,144.49829,-11.383105,-148.15327,-4.3486528,-13.773497,-14.192577,144.28154,-15.658348,82.860451
2495004905,-17.207966,16.743584,-15.246645,168.12906,-41.774746,117.04568,-5.605577,-55.508274,-10.792115,-174.99768,-41.553333,118.0498,-20.817211,-137.44785,-10.772501,-163.29773,-4.7602324,-37.580524,-5.6184282,-55.514542,-10.770445,-163.31407,-12.270705,93.447006,-12.906864,121.90177,-10.814468,-175.14024,-4.7662196,-37.754948,-12.906707,121.78156,-12.992397,79.710548
2508491418,-19.583359,29.029459,-19.577393,132.12013,-29.375738,21.153271,-5.7695289,-78.837173,-11.055676,158.77391,-29.420809,21.330519,-24.941622,-15.929999,-11.178361,169.45465,-4.6788511,-59.220295,-5.7823868,-78.766411,-11.173443,169.41373,-10.639838,84.250053,-13.152274,97.414818,-11.072374,158.82692,-4.6818976,-59.327358,-13.156735,97.359215,-11.566772,68.29097
2521977931,-22.642315,44.149483,-16.78006,87.838036,-31.154968,23.491213,-6.3147392,-98.931992,-11.399088,128.97137,-31.234678,23.573767,-20.243799,9.5660801,-11.639297,139.63301,-4.6360426,-81.747864,-6.3226542,-98.794167,-11.642711,139.58965,-8.5976505,69.803902,-11.615917,71.652565,-11.413692,129.09978,-4.6439843,-81.792542,-11.613871,71.598846,-10.752759,60.375607
2535464444,-30.620701,122.11492,-14.07937,54.514957,-22.939486,-0.99810642,-5.7940855,-116.60777,-13.099349,103.50975,-22.941082,-0.97335619,-14.746559,28.336792,-13.432055,113.39415,-4.4275713,-104.72805,-5.7926111,-116.45787,-13.419017,113.48716,-10.26827,45.242569,-11.751696,37.681198,-13.105391,103.6156,-4.4244947,-104.84716,-11.748846,37.576008,-13.189253,42.327034
2548950957,-20.215952,162.63054,-15.191712,49.6446,-22.117104,-44.464073,-4.9834175,-141.05061,-13.974494,90.667763,-22.118628,-44.265984,-16.075087,12.051775,-14.661356,101.99699,-4.308928,-128.21039,-4.9702315,-140.8989,-14.649236,101.92321,-15.301549,23.361282,-12.960873,9.5937624,-13.99444,90.772789,-4.3241372,-128.25967,-12.973741,9.5534687,-18.542959,33.102112
2562437470,-19.403807,156.60004,-15.96134,59.277554,-23.496622,-72.829529,-4.6931181,-168.07407,-13.089791,74.055573,-23.48703,-72.770119,-29.007502,31.956306,-13.563359,87.845695,-4.0808306,-152.69745,-4.68784,-167.92615,-13.55843,87.823723,-19.800808,1.7410202,-14.299735,-11.074953,-13.092048,74.157608,-4.0801892,-152.69553,-14.303797,-11.187375,-21.97323,5.5099397
2575923983,-25.81823,147.48947,-17.258732,57.307762,-24.138689,-76.525124,-4.9332981,165.56128,-12.099362,48.473404,-24.115717,-76.438515,-29.033575,136.5309,-12.362715,62.088352,-4.1916881,-178.00145,-4.915328,165.67294,-12.359061,62.125393,-16.482086,-17.254311,-14.70854,-24.03068,-12.077293,48.554646,-4.1907792,-178.03453,-14.69285,-24.026411,-18.578518,-25.240013
2589410496,-27.81216,-16.682072,-22.196308,46.72057,-21.495243,-97.869301,-5.2778478,142.65871,-12.260011,18.788179,-21.492889,-97.75248,-22.640261,-153.26128,-12.400488,32.785164,-4.3839989,159.32184,-5.2591519,142.68849,-12.400011,32.80547,-11.397024,-39.239044,-13.553852,-46.532402,-12.243917,18.843882,-4.3753476,159.38492,-13.547342,-46.585236,-12.990745,-44.962902
2602897009,-18.209467,-26.617783,-25.055128,-12.428353,-20.506525,-118.19599,-5.4832063,119.96956,-12.610813,-4.8930454,-20.479729,-118.38271,-19.815168,-146.28883,-12.566579,6.6426234,-4.3124423,135.96629,-5.4571376,119.95502,-12.553495,6.795403,-9.8737078,-52.296242,-14.133195,-72.657265,-12.579227,-4.9962897,-4.2924957,136.00253,-14.128758,-72.767784,-11.340426,-58.772575
2616383522,-15.210461,-23.376677,-25.382347,-40.798756,-19.47205,-158.22247,-5.3364286,99.466827,-13.14307,-31.160721,-19.483633,-158.38889,-21.995291,-146.65701,-13.649687,-19.610302,-4.2961168,112.7972,-5.3304977,99.370575,-13.650612,-19.554781,-9.3385172,-58.022671,-14.052037,-90.139748,-13.124622,-31.31497,-4.2731557,112.82988,-14.034644,-90.213783,-11.018801,-60.925472
